LSE/APF,"ANGLO PACIFIC share price (APF), Currency GBX"
LSE/BUT,"BRUNNER INV.TST share price (BUT), Currency GBX"
LSE/AGR,"ASSURA share price (AGR), Currency GBX"
LSE/ATMA,"ATLAS MARA share price (ATMA), Currency USD"
LSE/COG,"CAMBRIDGE COG share price (COG), Currency GBX"
LSE/DCG,"DAIRY CREST share price (DCG), Currency GBX"
LSE/DGE,"DIAGEO share price (DGE), Currency GBX"
LSE/EZJ,"EASYJET share price (EZJ), Currency GBX"
LSE/ET,"EST.INV.TST share price (ET.), Currency GBX"
LSE/KEM,"KEMIN RESOURCES share price (KEM), Currency GBX"
LSE/LEAF,"LEAF CLEAN share price (LEAF), Currency GBX"
LSE/FSJ,"FISHER(J)& SONS share price (FSJ), Currency GBX"
LSE/SYNT,"SYNTHOMER share price (SYNT), Currency GBX"
LSE/GGP,"GREATLAND share price (GGP), Currency GBX"
LSE/LLOY,"LLOYDS GRP. share price (LLOY), Currency GBX"
LSE/SIS,"SCIENCE SPRT share price (SIS), Currency GBX"
LSE/IOF,"IOFINA share price (IOF), Currency GBX"
LSE/DATA,"GLOBALDATA share price (DATA), Currency GBX"
LSE/HID,"HIDONG EST. share price (HID), Currency GBX"
LSE/HILS,"HILL & SMITH share price (HILS), Currency GBX"
LSE/SCP,"SCHRODER UK M&S share price (SCP), Currency GBX"
LSE/JLG,"JOHN LAING G share price (JLG), Currency GBX"
LSE/MTMY,"MATOMY MEDIA share price (MTMY), Currency GBX"
LSE/MMC,"MANGMNT.CONS.GP share price (MMC), Currency GBX"
LSE/ODX,"OMEGA DIA share price (ODX), Currency GBX"
LSE/MNDI,"MONDI share price (MNDI), Currency GBX"
LSE/PANR,"PANTHEON RES share price (PANR), Currency GBX"
LSE/PNN,"PENNON GROUP share price (PNN), Currency GBX"
LSE/PMO,"PREMIER OIL share price (PMO), Currency GBX"
LSE/PUM8,"PUMA 8 share price (PUM8), Currency GBX"
LSE/SGZ,"SCOTGOLD DI share price (SGZ), Currency GBX"
LSE/SRP,"SERCO GRP. share price (SRP), Currency GBX"
LSE/TW,"TAYLOR WIMPEY share price (TW.), Currency GBX"
LSE/BCAP,"BETTER CAP 2009 share price (BCAP), Currency GBX"
LSE/PFC,"PETROFAC share price (PFC), Currency GBX"
LSE/BGHS,"BOUSSARD STG share price (BGHS), Currency GBX"
LSE/PTEC,"PLAYTECH share price (PTEC), Currency GBX"
LSE/TPFZ,"TALIESIN PTY P share price (TPFZ), Currency GBX"
LSE/TR50,"0 1/2% IL 50 share price (TR50), Currency GBP"
LSE/3HCL,"BOOSTCOPPER3XL ETP price (3HCL), Currency USD"
LSE/XSFR,"DBX S&P SELECT ETF price (XSFR), Currency GBX"
LSE/DNA3,"DORIC NIMROD 3 share price (DNA3), Currency GBX"
LSE/BD28,"ESKMUIR 9Q%DB share price (BD28), Currency GBP"
LSE/SKGB,"ETF S SEK L GBP ETP price (SKGB), Currency GBX"
LSE/OILB,"ETFS BRENT ETP price (OILB), Currency USD"
LSE/ENFX,"G10 VS USD MULT ETP price (ENFX), Currency USD"
LSE/FBRT,"ETFS FBRT ETP price (FBRT), Currency USD"
LSE/LZIC,"ETFS LZIC ETP price (LZIC), Currency USD"
LSE/RBTX,"ISH AUTO & ROBO ETF price (RBTX), Currency GBX"
LSE/AIGX,"ETFS EX-ENERGY ETP price (AIGX), Currency USD"
LSE/PCOP,"ETFS £ HGD COPA ETP price (PCOP), Currency GBX"
LSE/LNRG,"ETFS LNRG ETP price (LNRG), Currency USD"
LSE/NGAS,"ETFS NAT.GAS ETP price (NGAS), Currency USD"
LSE/SOFF,"ETFS SOFF ETP price (SOFF), Currency USD"
LSE/49MY,"GE CAP.UK 5.125 share price (49MY), Currency GBP"
LSE/GBSS,"GOLD BUL£ ETP price (GBSS), Currency GBX"
LSE/IEXF,"ISHR E C X-F ETF price (IEXF), Currency EUR"
LSE/JNKE,"SPDR EUR HY ETF price (JNKE), Currency EUR"
LSE/72VH,"HAMMERSON 6%26 share price (72VH), Currency GBP"
LSE/CHIN,"ICBCCS CH 500 ETF price (CHIN), Currency USD"
LSE/47HA,"INVESTEC 5%PF share price (47HA), Currency GBX"
LSE/IMVU,"IS EUR MN VOL ETF price (IMVU), Currency USD"
LSE/SWDA,"ISHRC MSCI WLD ETF price (SWDA), Currency GBX"
LSE/CNYA,"ISHARES CHINA A ETF price (CNYA), Currency USD"
LSE/IBGX,"ISHR E GOV 3-5 ETF price (IBGX), Currency GBP"
LSE/IGLN,"ISHS GOLD $ ETP price (IGLN), Currency USD"
LSE/LKOD,"LUKOIL ADR share price (LKOD), Currency USD"
LSE/72HN,"MERCHANTS T3FE% share price (72HN), Currency GBX"
LSE/LCAN,"LYXOR CAN S&P£ ETF price (LCAN), Currency GBX"
LSE/DJEL,"LYXOR DOW JONES ETF price (DJEL), Currency GBX"
LSE/LYXS,"LYXOR JP LSIZE ETF price (LYXS), Currency GBX"
LSE/SVST,"PJSC SEV. REGS share price (SVST), Currency USD"
LSE/XLUS,"SRCE US UTILS ETF price (XLUS), Currency USD"
LSE/LEMD,"LYXOR MSCI EM ETF price (LEMD), Currency USD"
LSE/CNAA,"MSCI CHINA A ETF price (CNAA), Currency USD"
LSE/UBTL,"UBSETF UBTL ETF price (UBTL), Currency GBX"
LSE/79VK,"NESTLE UK.20 share price (79VK), Currency GBP"
LSE/NCSP,"PJSC NOVOR. S share price (NCSP), Currency USD"
LSE/XLKS,"SRCE US TECH ETF price (XLKS), Currency USD"
LSE/LIVE,"UBS ETC LIVE E ETP price (LIVE), Currency EUR"
LSE/FAHY,"PS US HYFA GBP ETF price (FAHY), Currency GBX"
LSE/PMO1,"PREMIER OIL20 share price (PMO1), Currency GBP"
LSE/POSD,"PWR.TECH.REGS share price (POSD), Currency USD"
LSE/UKCO,"SPDR GBP CORP ETF price (UKCO), Currency GBP"
LSE/5GOL,"SG 5GOL GBP ETP price (5GOL), Currency GBP"
LSE/USSC,"SPDR USA SC VAL ETF price (USSC), Currency USD"
LSE/CMDG,"UBS ETC DJ-UBS£ ETP price (CMDG), Currency GBP"
LSE/TRS3,"SPDR USTRSY1-3 ETF price (TRS3), Currency USD"
LSE/AGRE,"UBS ETC AGRI. E ETP price (AGRE), Currency EUR"
LSE/JPEX,"SRC STX JP EXP ETF price (JPEX), Currency USD"
LSE/S600,"SRCE EUR 600 ETF price (S600), Currency GBX"
LSE/XLPP,"SRCE US CON STA ETF price (XLPP), Currency GBX"
LSE/BC18,"SSE.5.875% share price (BC18), Currency GBP"
LSE/COCE,"UBS ETC COCOA E ETP price (COCE), Currency EUR"
LSE/VEVE,"VANGUARDFTSEDW ETF price (VEVE), Currency GBP"
LSE/VNHW,"VIETNAM HLDG WT share price (VNHW), Currency USD"
LSE/SBEM,"UBSETF SBEM ETF price (SBEM), Currency GBX"
LSE/EQLT,"UBSETF UQLT ETF price (EQLT), Currency GBX"
LSE/MAR,Mar City Plc (MAR)
LSE/OGT,International Oil And Gas Technology Limited Part Red Pref Shs Usd1 (OGT)
LSE/BBM,Bradf (BBM)
LSE/NEOS,Neos Resources Plc (NEOS)
LSE/ECDC,European Convergence Development Company Plc (ECDC)
LSE/UTLB,Utilico Finance Limited Red Zdp Shs 10p 2014 (UTLB)
LSE/WLF,Wolfson Microelectronics Plc (WLF)
LSE/IHTD,Indian Hotels Company Ld Gdr (each Repr 1 (IHTD)
LSE/SYG,Speymill Plc (SYG)
LSE/MVIB,Marwyn Value Investors Limited B (MVIB)
LSE/CR5,Core Vct V Plc (CR5)
LSE/DAILY_TRADES,Daily Order Book Trading Analysis
LSE/ONE,One Delta Plc (ONE)
LSE/DP8A,Downing Planned Exit Vct 8 Plc A (DP8A)
LSE/GFH,Gulf Finance House B.s.c. Gdr (each Rep 1 (GFH)
LSE/IGRE,Investors In Global Real Estate Limited (IGRE)
LSE/HEGY,Helius Energy Plc (HEGY)
LSE/CPW,Dixons Carphone Plc (CPW)
LSE/LB2G,Lbg Capital No.2 Plc 8.50% Enhanced Cap Nts 07/06/32 (br) (LB2G)
LSE/D1GO,DOWNING PLANNED EXIT VCT 2011 PLC GEN. (D1GO)
LSE/IEVC,Ingenious Entertainment Vct 2 Plc C Shs 1p (IEVC)
LSE/MM_,Mood Media Corporation Com Shs Npv (di) (MM_)
LSE/PFLM,"Powerfilm, Inc. Com Shs Usd0.01 (reg S) (PFLM)"
LSE/TPET,Tangiers Petroleum Limited (TPET)
LSE/HINA,Ina-industrija Nafte D.d. Gdr (each Repr 1 (HINA)
LSE/REG,Rare Earths Global Limited (REG)
LSE/CRHL,Creat Resources Holdings Ld (CRHL)
LSE/EIF,Enhanced Income Cls A Stg Hedge Pref Shs (EIF)
LSE/JMGS,Jpmorgan Emerging Markets Investment Trust Plc Sub Shs 1p (JMGS)
LSE/ULT,Ultrasis Plc (ULT)
LSE/LLPF,Lloyds Banking Group Plc 6.0884% Non-cum Fxd/fltg Rte Pref Shs (LLPF)
LSE/CPEH,China Private Equity Investment Holdings Limited (CPEH)
LSE/AGD,Anglogold Ashanti Ld Zar0.25 (AGD)
LSE/ESSR,Essar Energy Plc (ESSR)
LSE/85UG,Friends Life Holdings Plc 6.292%stpup Tier 1 Ins Capsec(var)(br) (85UG)
LSE/PALM,Asian Plantations Limited (PALM)
LSE/FIP,Fusion Ip Plc (FIP)
LSE/SIE,Siemens Ag Siemens (SIE)
LSE/CHGG,CHAGALA GROUP LIMITED GDR (EACH REPR 1 (CHGG)
LSE/LECI,Lecico Egypt S.a.e. Gdr (each Repr 1 (LECI)
LSE/BODI,"Bodisen Biotech, Inc. Com Stk Usd0.0001 (BODI)"
LSE/AZEM,Az Electronic Materials S.a. (AZEM)
LSE/JSS,Jupiter Second Split Trust Plc Geared Gwth Shs 0.57191641p (JSS)
LSE/BN4,Keppel Corporation Limited Kep Corp (BN4)
LSE/PCGS,Polar Cap Glbl Health Gwth&inc Tst Plc Sub Shs 1p (PCGS)
LSE/DPV8,Downing Planned Exit Vct 8 Plc (DPV8)
LSE/ASAP,Aimshell Acquisitions Plc (ASAP)
LSE/ENVS,Enova Systems Inc Com Shs Npv (regs) (ENVS)
LSE/RIG,Cqs Rig Finance Fund Limited (RIG)
LSE/NBPO,New Britain Palm Oil Limited (NBPO)
LSE/USEB,Us Enhanced Income Class B Usd Unhdgd Pref Shs Npv (USEB)
LSE/BBS,Bradf (BBS)
LSE/NMOS,Open Joint Stock Company Bank Otkritie Financial Corporation Gdr (2 Gdrs Repr 1 (NMOS)
LSE/LB2E,Lbg Capital No.2 Plc 10.50% Enhanced Cap Nts 29/09/23 (br) (LB2E)
LSE/GCH,Green China Holdings Limited (GCH)
LSE/WSX,Wessex Exploration Plc (WSX)
LSE/PPT,Planet Payment Inc. Com Shs Usd0.01 (unrestricted) (PPT)
LSE/OPTS,Optos Plc (OPTS)
LSE/FEP,Forum Energy Plc (FEP)
LSE/EXXI,Energy Xxi Ltd Com Shs Usd0.005 (di) (EXXI)
LSE/PER,Perform Group Plc (PER)
LSE/PMH,PUMA HIGH INCOME VCT PLC (PMH)
LSE/FKL,"FALK IS. HLDGS share price (FKL), Currency GBX"
LSE/GAH,"GABLE HLDGS share price (GAH), Currency GBX"
LSE/PCTZ,"PICTON ZDP share price (PCTZ), Currency GBX"
LSE/ESS,ESSENDEN PLC (ESS)
LSE/XFNS,"SRC FIN SRV US ETF price (XFNS), Currency USD"
LSE/BLCK,Blackstar Group Se (BLCK)
LSE/DPV7,DOWNING PLANNED EXIT VCT 7 PLC (DPV7)
LSE/HTIG,Hightex Group Plc (HTIG)
LSE/EIT,ENABLES IT GROUP PLC (EIT)
LSE/ELTC,ELECTRA PRIV.5% share price (ELTC) (ELTC)
LSE/J36,Jardine Matheson Holdings Limited Jmh 400us$ (J36)
LSE/ATC,ATLANTIC COAL share price (ATC) (ATC)
LSE/HTY,HELLERMANNTYTON share price (HTY) (HTY)
LSE/QRM,QUORAM PLC (QRM)
LSE/LB2O,LBG CAP 2 24 share price (LB2O) (LB2O)
LSE/JAI,"JP MORG.AS share price (JAI), Currency GBX"
LSE/BOTB,"BEST share price (BOTB), Currency GBX"
LSE/ANGS,"ANGUS ENERGY share price (ANGS), Currency GBX"
LSE/AZN,"ASTRAZENECA share price (AZN), Currency GBX"
LSE/DC,"DIXONS CARPHO share price (DC.), Currency GBX"
LSE/RTO,"RENTOKIL INITL. share price (RTO), Currency GBX"
LSE/CCSL,"CHENAVARI share price (CCSL), Currency GBX"
LSE/LSE,"LON.STK.EXCH share price (LSE), Currency GBX"
LSE/ACRL,"ACCROL GP share price (ACRL), Currency GBX"
LSE/PCFT,"POLAR CAP GBL share price (PCFT), Currency GBX"
LSE/CLLN,"CARILLION share price (CLLN), Currency GBX"
LSE/IAES,"IMPAX ASIAN SUB share price (IAES), Currency GBX"
LSE/KOD,"KODAL MINERALS share price (KOD), Currency GBX"
LSE/EDGH,"EDGE PERF.H share price (EDGH), Currency GBX"
LSE/MTPH,"MIDATECH PHARMA share price (MTPH), Currency GBX"
LSE/BRD,"BLUEROCK share price (BRD), Currency GBX"
LSE/BYG,"BIG YELLOW GRP share price (BYG), Currency GBX"
LSE/OCV3,"OCTOPUS 3 share price (OCV3), Currency GBX"
LSE/OXT,"OXFORD TECH.VCT share price (OXT), Currency GBX"
LSE/MCL,"MORSES CLUB share price (MCL), Currency GBX"
LSE/WORK,"WORK GROUP share price (WORK), Currency GBX"
LSE/33DT,"BR.LAND.5.264% share price (33DT), Currency GBP"
LSE/AFC,"AFC ENERGY share price (AFC), Currency GBX"
LSE/BSRT,"BAKER STEEL share price (BSRT), Currency GBX"
LSE/TATE,"TATE & LYLE share price (TATE), Currency GBX"
LSE/ZEG,"ZEGONA COM share price (ZEG), Currency GBX"
LSE/77UQ,"CO-OP.BK.17 share price (77UQ), Currency GBP"
LSE/XPHG,"DBX MSCI PHIL £ ETF price (XPHG), Currency GBX"
LSE/52BI,"EI GRP 6.375% share price (52BI), Currency GBP"
LSE/PHSP,"ETFS PHYS SIL £ ETP price (PHSP), Currency GBX"
LSE/FBDU,"FLYING BRAND.UT share price (FBDU), Currency GBX"
LSE/IEX5,"ISHR E C X-F 15 ETF price (IEX5), Currency EUR"
LSE/UDVD,"SPDR US DIV $ ETF price (UDVD), Currency USD"
LSE/THA,"LYXOR THAI $ ETF price (THA), Currency USD"
LSE/BET,BETFAIR GRP share price (BET) (BET)
LSE/CTFA,Cientifica Plc (CTFA)
LSE/DQE,"DQ ENTERTAIN. share price (DQE), Currency GBX"
LSE/PPE,"PROVEN share price (PPE), Currency GBX"
LSE/VMT,VMOTO LIMITED (VMT)
LSE/AERL,AER LINGUS GROUP PLC (AERL)
LSE/CAMK,CAMKIDS GROUP PLC (CAMK)
LSE/SGRE,"SCHRODER GLBL R share price (SGRE), Currency GBX"
LSE/SPSM,STALLION RESOURCES PLC (SPSM)
LSE/CCDS,NATIONWIDE CCDS share price (CCDS) (CCDS)
LSE/PACC,PRIME ACTIVE share price (PACC) (PACC)
LSE/IERP,INVISTA EUR PRF share price (IERP) (IERP)
LSE/TCT,CAYENNE TRUST PLC (THE) (TCT)
LSE/IPI,INVESCO PTY share price (IPI) (IPI)
LSE/BAO,Baobab Resources Plc (BAO)
LSE/JRG,"JUST RETIREMENT share price (JRG), Currency GBX"
LSE/AOL,ATLAS DEV share price (ADSS) (AOL)
LSE/AFRI,AFRIAG share price (AFRI) (AFRI)
LSE/LB1F,LBG CAP 1 20 share price (LB1F) (LB1F)
LSE/BEST,BEST share price (BOTB) (BEST)
LSE/BHCU,DW CATALYST. $ share price (DWCU) (BHCU)
LSE/BG_,BG GRP. share price (BG.) (BG_)
LSE/IDM,Inditherm Plc (IDM)
LSE/LTC,LATCHWAYS PLC (LTC)
LSE/PRAE,Praetorian Resources Limited (PRAE)
LSE/SKSN,"SHANKS GRP.NP share price (SKSN), Currency GBX"
LSE/MINC,"MITON UK C share price (MINC), Currency GBX"
LSE/XECS,"DBX EM CON STAP ETF price (XECS), Currency USD"
LSE/BKIE,"BANK IREL.UT'A' share price (BKIE), Currency GBX"
LSE/HSPB,"HSBC S&P BRIC ETF price (HSPB), Currency GBX"
LSE/ECAP,"ELEPHANT CAP share price (ECAP), Currency GBX"
LSE/MDM,Mdm Engineering Group Limited Com Shs Usd0.01 (di) (MDM)
LSE/G4M,"GEAR4MUSIC share price (G4M), Currency GBX"
LSE/PMR,"PANMURE GORDON share price (PMR), Currency GBX"
LSE/AMO,"AMINO TECH share price (AMO), Currency GBX"
LSE/WRL,"WENTWORTH RES. share price (WRL), Currency GBX"
LSE/ABDP,"AB DYNAMICS share price (ABDP), Currency GBX"
LSE/CCPA,"CELTIC 6% CVPF. share price (CCPA), Currency GBX"
LSE/FTVP,"FORESIGHT VCT P share price (FTVP), Currency GBX"
LSE/DTY,"DIGNITY share price (DTY), Currency GBX"
LSE/REVO,"ITACONIX PLC share price (ITX), Currency GBX"
LSE/SBER,"SBERBANK share price (SBER), Currency USD"
LSE/FPEO,"F&C PRIV. ORD share price (FPEO), Currency GBX"
LSE/RSW,"RENISHAW share price (RSW), Currency GBX"
LSE/SECG,"SEC SPA share price (SECG), Currency GBX"
LSE/SOU,"SOUND ENERGY share price (SOU), Currency GBX"
LSE/ULS,"ULS TECH share price (ULS), Currency GBX"
LSE/GCP,"GCP INFRA. share price (GCP), Currency GBX"
LSE/CIRC,"CIRCLE HLD share price (CIRC), Currency GBX"
LSE/UB06,"UBSETF EMUGBA ETF price (UB06), Currency GBX"
LSE/T17,"1 1/4% IL 17 share price (T17), Currency GBP"
LSE/TSC5,"TESCO PF 5% share price (TSC5), Currency GBP"
LSE/CORG,"LO GL GOV GBP ETF price (CORG), Currency GBX"
LSE/STIM,"ETFS STIM ETP price (STIM), Currency USD"
LSE/EMHD,"PS FTSE EMHD ETF price (EMHD), Currency USD"
LSE/EU5L,"SG ISSUER 25 ETP price (EU5L), Currency GBP"
LSE/TEEG,"TELECOM EGYPT S share price (TEEG), Currency USD"
LSE/64XX,"WESSEX 5.375% share price (64XX), Currency GBP"
LSE/FXC,"ISHR CHINA LC ETF price (FXC), Currency GBX"
LSE/PFZ,"PFIZER share price (PFZ), Currency USD"
LSE/ALP1,"ALPHA PLUS 19 share price (ALP1), Currency GBP"
LSE/2SIL,"BOOSTSILVER2XL ETP price (2SIL), Currency USD"
LSE/XGSD,"DBX ESTOXX DIV ETF price (XGSD), Currency GBX"
LSE/XMWD,"DBX MSCI WORLD$ ETF price (XMWD), Currency USD"
LSE/IEGS,"ISH E GV BD 1-3 ETF price (IEGS), Currency EUR"
LSE/IDNA,"ISHR MSCI NA ETF price (IDNA), Currency USD"
LSE/CUKL,"ISHR MSCI UK LC ETF price (CUKL), Currency GBX"
LSE/EMBL,"LYXOR EM LOCCY£ ETF price (EMBL), Currency GBX"
LSE/MGHU,"M&G HIGH I&G share price (MGHU), Currency GBX"
LSE/33IE,"PEEL LAND 40 share price (33IE), Currency GBP"
LSE/PSSP,"POWERSHS PE ETF price (PSSP), Currency GBX"
LSE/REA,"REI AGRO REGS share price (REA), Currency USD"
LSE/COA,"COATS GROUP share price (COA), Currency GBX"
LSE/EMBD,"LYXOR EM LOCCY$ ETF price (EMBD), Currency USD"
LSE/DP2C,"DOWNING TWO C share price (DP2C), Currency GBX"
LSE/UB45,"UBSETF PSRGBA ETF price (UB45), Currency GBX"
LSE/JPSR,"UBSETF JPSR ETF price (JPSR), Currency GBX"
LSE/BA_,BAE SYS. share price (BA.) (BA_)
LSE/RTT,ALLIANZ TECH share price (ATT) (RTT)
LSE/AGRI,"ETFS AGRI BUSI ETF price (AGRI), Currency USD"
LSE/JPG,"JUPITER GLB share price (JPG), Currency GBX"
LSE/WG_,WOOD GRP(J) share price (WG.) (WG_)
LSE/INFN,"INFORMA NP share price (INFN), Currency GBX"
LSE/2MCL,"BOOSTFTSE2502XL ETP price (2MCL), Currency GBX"
LSE/SNGA,"ETFS SNGA ETP price (SNGA), Currency USD"
LSE/ATI,"AMATI VCT share price (ATI), Currency GBX"
LSE/52VC,"STAN.CH.BK5.375 share price (52VC), Currency GBP"
LSE/INV,"INVESTMENT CO. share price (INV), Currency GBX"
LSE/CBQS,"C BK QATAR S share price (CBQS), Currency USD"
LSE/BEM,"BEOWULF share price (BEM), Currency GBX"
LSE/D467,"DOWN. 4 DP67 share price (D467), Currency GBX"
LSE/IOM,"IOMART share price (IOM), Currency GBX"
LSE/AERO,"STRAT AERO share price (AERO), Currency GBX"
LSE/SIXH,"600 GRP. share price (SIXH), Currency GBX"
LSE/BVS,"BOVIS HOMES share price (BVS), Currency GBX"
LSE/FINW,"LYXOR WLD FIN ETF price (FINW), Currency USD"
LSE/XPLA,"DBETC PHYS.PLAT ETP price (XPLA), Currency USD"
LSE/JPR,"JOHNSTON PRESS share price (JPR), Currency GBX"
LSE/NBB,"NORMAN BROADB share price (NBB), Currency GBX"
LSE/NTV,"NORTHERN 2 VCT share price (NTV), Currency GBX"
LSE/IUFS,"IS SP FINANCIAL ETF price (IUFS), Currency USD"
LSE/TAX,"TAX SYSTEMS share price (TAX), Currency GBX"
LSE/ZILK,"BMO UK ETF price (ZILK), Currency GBP"
LSE/ISFE,"ISHR FE X-JPN S ETF price (ISFE), Currency GBX"
LSE/LLEA,"ETFS LLEA ETP price (LLEA), Currency USD"
LSE/SUGA,"ETFS SUGAR ETP price (SUGA), Currency USD"
LSE/EGMD,"EVERGREEN GDR share price (EGMD), Currency USD"
LSE/IEFV,"ISH MSCIEURVAL ETF price (IEFV), Currency GBX"
LSE/53GW,"FULLER SMTH 6% share price (53GW), Currency GBX"
LSE/IBGY,"ISHR E GOV 5-7 ETF price (IBGY), Currency GBP"
LSE/IUMO,"IS US MOM FCTR ETF price (IUMO), Currency USD"
LSE/MDMG,"MD MEDICAL S share price (MDMG), Currency USD"
LSE/IBGM,"ISHR E GOV 7-10 ETF price (IBGM), Currency GBP"
LSE/CUSS,"ISHR MSCI US SC ETF price (CUSS), Currency USD"
LSE/CSX5,"ISHRC ESTX50 ETF price (CSX5), Currency EUR"
LSE/ISWD,"ISHR WLD ISL ETF price (ISWD), Currency GBX"
LSE/CURY,"ZYFIN IN SOE BD ETF price (CURY), Currency USD"
LSE/SKIP,"SKIPTON 12E7% share price (SKIP), Currency GBP"
LSE/EMCO,"SPDR EM CORP ETF price (EMCO), Currency USD"
LSE/GMS,"GULF MARINE share price (GMS), Currency GBX"
LSE/ICTU,"F&C UK HIGH U share price (FHIU), Currency GBX"
LSE/DKL,"DEKELOIL share price (DKL), Currency GBX"
LSE/RCN,"REDCENTRIC share price (RCN), Currency GBX"
LSE/PAL,"EQUAT PALM OIL share price (PAL), Currency GBX"
LSE/LIFE,"LIFE SCIENCE DE share price (LIFE), Currency GBX"
LSE/JIL,"JURIDICA share price (JIL), Currency GBX"
LSE/QQQS,"BOOSTNSDQ1003XS ETP price (QQQS), Currency USD"
LSE/BA29,"MORGN.AD.2NDPRF share price (BA29), Currency GBX"
LSE/KLR,"KELLER GRP. share price (KLR), Currency GBX"
LSE/OOA,"OCTOPUS AIM share price (OOA), Currency GBX"
LSE/ALO,"ALECTO MIN share price (ALO), Currency GBX"
LSE/ACD,"ACENCIA share price (ACD), Currency USD"
LSE/PVG,"PREMIER VET GRP share price (PVG), Currency GBX"
LSE/ELA,"ELAND OIL & GAS share price (ELA), Currency GBX"
LSE/CNG,"CHINA NONFERR share price (CNG), Currency GBX"
LSE/CIHL,"CRBN INV HLDGS share price (CIHL), Currency GBX"
LSE/DCP,"DIAMONDCORP share price (DCP), Currency GBX"
LSE/DIVI,"DIVERSE INC share price (DIVI), Currency GBX"
LSE/DPH,"DECHRA PHARM share price (DPH), Currency GBX"
LSE/FREE,"FREEAGENT HDG share price (FREE), Currency GBX"
LSE/JMI,"JPMORG.SMALLER share price (JMI), Currency GBX"
LSE/HSL,"HEND.SMALL COS. share price (HSL), Currency GBX"
LSE/IGE,"IMAGE SCAN HLDG share price (IGE), Currency GBX"
LSE/RM2,"RM2 INT share price (RM2), Currency GBX"
LSE/KRS,"KERAS RES share price (KRS), Currency GBX"
LSE/MMH,"MARSHALL MOTOR share price (MMH), Currency GBX"
LSE/MNZS,"MENZIES(J) share price (MNZS), Currency GBX"
LSE/STS,"SECS.SCOTLAND share price (STS), Currency GBX"
LSE/PURE,"PURECIRCLE share price (PURE), Currency GBX"
LSE/TON,"TITON HLDGS. share price (TON), Currency GBX"
LSE/EXPN,"EXPERIAN share price (EXPN), Currency GBX"
LSE/SRT,"SRT MARINE SYS. share price (SRT), Currency GBX"
LSE/BVA,"BBVA ORD share price (BVA), Currency EUR"
LSE/RED,"REDT ENERGY share price (RED), Currency GBX"
LSE/TSG,"TRANS SIB share price (TSG), Currency GBX"
LSE/TRCS,"TRACSIS share price (TRCS), Currency GBX"
LSE/PTF,"PHAUNOS TIMBER share price (PTF), Currency USD"
LSE/AEX,"AMINEX share price (AEX), Currency GBX"
LSE/2UKS,"BOOSTFTSE1002XS ETP price (2UKS), Currency GBX"
LSE/XX2D,"DB FTSE CHINA $ ETF price (XX2D), Currency USD"
LSE/CON,"CONNEMARA share price (CON), Currency GBX"
LSE/IUIT,"IS SP TECH ETF price (IUIT), Currency USD"
LSE/A2D1,"A2D FUND. 22 share price (A2D1), Currency GBP"
LSE/XGLE,"DBXII EUROGOV ETF price (XGLE), Currency EUR"
LSE/AKRN,"ACRON REGS share price (AKRN), Currency USD"
LSE/SXFN,"IS EUR ST50 XFN ETF price (SXFN), Currency GBX"
LSE/XDEB,"DBX MSCI WMV DR ETF price (XDEB), Currency GBX"
LSE/5DES,"SG ISSUER 25 ETP price (5DES), Currency GBP"
LSE/XMJP,"DBX MSCI JAPAN ETF price (XMJP), Currency GBX"
LSE/US13,"LYX $TREAS 1-3Y ETF price (US13), Currency USD"
LSE/USP3,"ETF 3X L $ S £ ETP price (USP3), Currency GBX"
LSE/EPIS,"EPISTAR S share price (EPIS), Currency USD"
LSE/HB20,"HELICAL 20 share price (HB20), Currency GBP"
LSE/EFIW,"GS EFI WRLD ETF ETF price (EFIW), Currency USD"
LSE/IDBT,"ISHR $ TB 1-3 ETF price (IDBT), Currency USD"
LSE/06LO,"KEYSTONE 6.5%BD share price (06LO), Currency GBP"
LSE/IEGZ,"ISHR E GV 10-15 ETF price (IEGZ), Currency EUR"
LSE/LEML,"LYXOR MSCI EM ETF price (LEML), Currency GBX"
LSE/XLVS,"SRCE US HEALTH ETF price (XLVS), Currency USD"
LSE/SUPD,"SUNPLUS GDR'S' share price (SUPD), Currency USD"
LSE/U57G,"LYX $TREAS 5-7Y ETF price (U57G), Currency GBX"
LSE/IDWR,"ISHR MSCI WLD-I ETF price (IDWR), Currency USD"
LSE/JZCZ,"JZ CAP. ZDP2022 share price (JZCZ), Currency GBX"
LSE/SPPT,"SOURCE PHY PLAT ETP price (SPPT), Currency USD"
LSE/LOCE,"LO EM GOV EUR ETF price (LOCE), Currency EUR"
LSE/SGQL,"LYXOR SGQI GBP ETF price (SGQL), Currency GBX"
LSE/OCP,"ORCH.PHARMA.S share price (OCP), Currency USD"
LSE/5DEL,"SG ISSUER 25 ETP price (5DEL), Currency GBP"
LSE/EUDI,"SPDR EURO DIV ETF price (EUDI), Currency EUR"
LSE/5GUS,"SG 5GUS USD ETP price (5GUS), Currency USD"
LSE/5UKS,"SG ISSUER 25 ETP price (5UKS), Currency GBP"
LSE/XRES,"SRC REAL EST US ETF price (XRES), Currency USD"
LSE/SPAL,"SOURCE PHY PALL ETP price (SPAL), Currency USD"
LSE/LUTR,"SPDR 10+ $TRS ETF price (LUTR), Currency USD"
LSE/31CL,"TESCO5.50% NT19 share price (31CL), Currency GBP"
